Minuto,Factor_Carga,Temp_Ambiente,Temp_Aceite,Temp_Punto_Caliente,Vida_min,Vida_dias
9,0.11320000000000001,17.804,29.431922213093976,30.958219577086375,1.2933938559608047,0.0008981901777505588
9,0.11320000000000001,17.804,29.43243122471078,30.959292247317343,1.2972905698134676,0.0009008962290371303
9,0.11320000000000001,17.804,29.432879154933563,30.960236215322546,1.3011877086316375,0.0009036025754386372
10,0.11372,17.777,29.43076744340571,30.969226123167868,1.30508889694479,0.0009063117339894375
10,0.11372,17.777,29.4289091372612,30.970986887572472,1.3089908788851465,0.0009090214436702406
10,0.11372,17.777,29.427273827854034,30.970339805070218,1.3128925691480298,0.0009117309507972429
10,0.11372,17.777,29.425834755575725,30.968985888475974,1.316793649193006,0.0009144400341618096
10,0.11372,17.777,29.424568371970814,30.96751426901866,1.3206940660789679,0.0009171486569992832
10,0.11372,17.777,29.423453954398493,30.966119182162526,1.3245938543980564,0.0009198568433319836
10,0.11372,17.777,29.42247326693485,30.96485576939566,1.3284930735644291,0.0009225646344197425
10,0.11372,17.777,29.421610261966844,30.963731203184572,1.3323917861967136,0.0009252720737477178
10,0.11372,17.777,29.420850817595,30.96273702671302,1.3362900510806657,0.0009279792021393512
10,0.11372,17.777,29.420182506547775,30.961860523487413,1.3401879212555647,0.0009306860564274756
10,0.11372,17.777,29.41959439282622,30.96108861924508,1.3440854438577738,0.0009333926693456762
10,0.11372,17.777,29.41907685275125,30.960409135867607,1.347982660528167,0.0009360990698112271
10,0.11372,17.777,29.418621417485276,30.959811116336788,1.3518796079650408,0.0009388052833090561
10,0.11372,17.777,29.41822063445122,30.959284832664434,1.3557763184798803,0.0009415113322776946
10,0.11372,17.777,29.41786794538125,30.95882169357375,1.359672820510987,0.0009442172364659631
11,0.11392,17.656,29.403320799034816,30.94828321010406,1.3635645816191515,0.000946919848346633
11,0.11392,17.656,29.390519310249953,30.93664157202828,1.367451112236181,0.0009496188279417923
11,0.11392,17.656,29.379254000119275,30.925551297442144,1.3713326666234529,0.0009523143518218423
11,0.11392,17.656,29.369340527204276,30.915489843992255,1.3752097119276874,0.0009550067443942274
11,0.11392,17.656,29.36061667103908,30.90652790359418,1.379082745311228,0.000957696350910575
11,0.11392,17.656,29.352939677613705,30.898602874128812,1.382952234418671,0.0009603834961240771
11,0.11392,17.656,29.346183923399376,30.891615090372483,1.3868186011011294,0.0009630684729868954
11,0.11392,17.656,29.340238859690764,30.885460927157332,1.3906822199407658,0.0009657515416255318
11,0.11392,17.656,29.335007203627185,30.880043508703153,1.3945434215114427,0.0009684329316051685
11,0.11392,17.656,29.330403346291238,30.875275553740316,1.398402496857088,0.0009711128450396445
11,0.11392,17.656,29.326351951835605,30.871079529543323,1.4022597019935035,0.0009737914597177107
11,0.11392,17.656,29.322786724714646,30.867386948310784,1.4061152620599398,0.0009764689319860692
11,0.11392,17.656,29.319649324848204,30.86413744827645,1.409969375032465,0.0009791453993281008
11,0.11392,17.656,29.316888412965735,30.86127787804991,1.4138222150070965,0.000981820982643817
11,0.11392,17.656,29.314458810509162,30.85876145260901,1.417673935089775,0.0009844957882567881
12,0.11408,17.673,29.314587684333336,30.86210016826161,1.421527141081131,0.0009871716257507854
12,0.11408,17.673,29.31470109329861,30.863143122237386,1.4253808113607929,0.0009898477856672173
12,0.11408,17.673,29.31480089318805,30.86338409466517,1.429234588921294,0.000992524020084232
12,0.11408,17.673,29.314888717090756,30.863354426447728,1.4330883532733543,0.0009952002453287182
12,0.11408,17.673,29.31496600212514,30.863241988432847,1.4369420675678501,0.000997876435811007
12,0.11408,17.673,29.315034012955397,30.86311221084278,1.4407957240859863,0.001000552586170824
12,0.11408,17.673,29.315093862486023,30.862986995086022,1.4446493248594903,0.0010032286978190904
12,0.11408,17.673,29.315146530072976,30.86287287254955,1.4485028748276398,0.001005904774185861
12,0.11408,17.673,29.315192877549492,30.86277104019226,1.4523563794623733,0.0010085808190710927
12,0.11408,17.673,29.315233663328826,30.862680926101703,1.4562098439808373,0.0010112568360978037
12,0.11408,17.673,29.31526955481464,30.862601446553395,1.4600632731175787,0.001013932828553874
12,0.11408,17.673,29.31530113932216,30.862531440569235,1.463916671090191,0.0010166087993681882
12,0.11408,17.673,29.315328933688775,30.862469812452584,1.4677700416284059,0.0010192847511308373
12,0.11408,17.673,29.315353392731396,30.862415571549004,1.4716233880208796,0.001021960686125611
12,0.11408,17.673,29.315374916688903,30.86236783663924,1.475476713163929,0.0010246366063638396
13,0.11368,17.648,29.311827127742063,30.850546076567575,1.4793247794000732,0.0010273088745833842
13,0.11368,17.648,29.308705073468847,30.84487921854294,1.4831703272813268,0.0010299793939453658
13,0.11368,17.648,29.305957665708416,30.841583915923554,1.4870144114861663,0.0010326488968653933
13,0.11368,17.648,29.303539946879237,30.83928816834789,1.4908574763167814,0.0010353176918866539
13,0.11368,17.648,29.30141235430956,30.837483667170368,1.4946997400896498,0.0010379859306178124
13,0.11368,17.648,29.29954007284824,30.83597276209453,1.4985413332669713,0.0010406537036576188
13,0.11368,17.648,29.29789246516228,30.834670685613645,1.5023823486284928,0.0010433210754364534
13,0.11368,17.648,29.296442570398636,30.83353468687684,1.506222859944672,0.0010459880971838002
13,0.11368,17.648,29.29516666300663,30.83253851819073,1.5100629293128682,0.001048654812022825
13,0.11368,17.648,29.294043864501663,30.83166314339062,1.5139026103649966,0.0010513212571979143
13,0.11368,17.648,29.293055801817292,30.83089326129641,1.5177419499300526,0.0010539874652292032
13,0.11368,17.648,29.292186306655047,30.83021592495703,1.5215809890825254,0.0010566534646406426
13,0.11368,17.648,29.29142115091227,30.829619926086785,1.525419763916695,0.001059319280497705
13,0.11368,17.648,29.290747813858626,30.829095467476822,1.5292583061748561,0.0010619849348436502
13,0.11368,17.648,29.290155277251422,30.828633951184294,1.5330966437810156,0.0010646504470701497
14,0.11408,17.704,29.296920575066526,30.843727571758517,1.5369416800713307,0.0010673206111606463
14,0.11408,17.704,29.302874037143816,30.852273667582757,1.5407905143778686,0.0010699934127624089
14,0.11408,17.704,29.308113083771833,30.858102699664844,1.5446419413476198,0.001072668014824736
14,0.11408,17.704,29.312723444804487,30.862628129238782,1.5484953823625929,0.0010753440155295785
14,0.11408,17.704,29.316780562513223,30.86639475060017,1.5523505005178229,0.0010780211809151548
14,0.11408,17.704,29.32035082609691,30.869632321446872,1.5562070608295948,0.0010806993477983297
14,0.11408,17.704,29.323492658050554,30.872453863809362,1.560064878420466,0.0010833783877919902
14,0.11408,17.704,29.32625747016976,30.874926992523132,1.563923798374422,0.0010860581933155708
14,0.11408,17.704,29.328690504834665,30.877099835589387,1.5677836871032151,0.001088738671599455
14,0.11408,17.704,29.33083157533978,30.879010683844168,1.5716444279959074,0.0010914197416638247
14,0.11408,17.704,29.33271571738428,30.880691782578545,1.5755059187487248,0.0010941013324643923
14,0.11408,17.704,29.33437376238344,30.88217098956129,1.5793680694275827,0.0010967833815469323
14,0.11408,17.704,29.3358328419827,30.883472634597705,1.5832308009091638,0.001099465833964697
14,0.11408,17.704,29.337116832030052,30.884618061833898,1.5870940435602883,0.0011021486413613113
14,0.11408,17.704,29.33824674327172,30.885626030517514,1.5909577360933154,0.0011048317611759134
15,0.11392,17.66,29.33373414117843,30.877719869016435,1.5948179013122519,0.0011075124314668416
15,0.11392,17.66,29.329763051336332,30.872657561300407,1.5986758096865745,0.0011101915345045656
15,0.11392,17.66,29.326268492275286,30.868879557083485,1.602532034635841,0.0011128694684971118
15,0.11392,17.66,29.323193280301567,30.865796637148733,1.6063868864240403,0.0011155464489055835
15,0.11392,17.66,29.320487093764694,30.8631699975262,1.6102405686684234,0.0011182226171308496
15,0.11392,17.66,29.318105649612246,30.860889386772676,1.6140932357304278,0.0011208980803683528
15,0.11392,17.66,29.316009978758093,30.85889346077897,1.6179450145529857,0.0011235729267729067
15,0.11392,17.66,29.314165788406434,30.857140978572144,1.621796013643814,0.001126247231697093
15,0.11392,17.66,29.312542900896975,30.855600198754296,1.6256463273260309,0.001128921060643077
15,0.11392,17.66,29.311114759888653,30.85424481413036,1.629496038172667,0.0011315944709532411
15,0.11392,17.66,29.30985799580133,30.85305225480979,1.6333452186817308,0.0011342675129734242
15,0.11392,17.66,29.308752043404485,30.852002866589288,1.6371939325826135,0.0011369402309601483
15,0.11392,17.66,29.30777880529526,30.851079427805818,1.6410422359252452,0.0011396126638369758
15,0.11392,17.66,29.306922355759145,30.850266809837287,1.644890178016472,0.0011422848458447722
15,0.11392,17.66,29.306168680167364,30.849551708939593,1.6487378022358097,0.0011449568071082012
16,0.11368,17.75,29.31596563960311,30.85445584022156,1.6525876069344974,0.001147630282593401
16,0.11368,17.75,29.324586963906565,30.861612651997614,1.6564405959190664,0.0011503059693882406
16,0.11368,17.75,29.332173729293608,30.86892535216337,1.6602968412695716,0.0011529839175483136
16,0.11368,17.75,29.338850082834206,30.87572292323882,1.664156116065686,0.0011556639694900598
16,0.11368,17.75,29.34472527394993,30.881834212545776,1.6680181164866075,0.0011583459142268107
16,0.11368,17.75,29.349895442131768,30.88725837097896,1.6718825376855653,0.0011610295400594204
16,0.11368,17.75,29.354445190131784,30.892048138915538,1.6757490977984082,0.0011637146512488946
16,0.11368,17.75,29.3584489683718,30.896269030598077,1.67961754376962,0.001166401072062236
16,0.11368,17.75,29.361972293223012,30.89998552095669,1.6834876509984722,0.0011690886465267167
16,0.11368,17.75,29.36507281909208,30.903256784500122,1.6873592210605215,0.0011717772368475844
16,0.11368,17.75,29.36780128185686,30.906135764999718,1.691232078993323,0.001174466721523141
16,0.11368,17.75,29.370202329089867,30.908669363761284,1.6951060706496899,0.001177156993506729
16,0.11368,17.75,29.372315250654914,30.91089896492929,1.698981060272659,0.0011798479585226798
16,0.11368,17.75,29.374174621632154,30.912861026192076,1.702856928324373,0.0011825395335585925
16,0.11368,17.75,29.375810868092124,30.914587644472945,1.706733569560061,0.0011852316455278201
17,0.11312,17.762,29.377900591212743,30.905273227260825,1.7106060416039988,0.0011879208622249992
17,0.11312,17.762,29.379739547558888,30.903698950685737,1.7144778094349273,0.0011906095898853663
17,0.11312,17.762,29.381357829143496,30.904678733932368,1.7183500155321847,0.0011932986218973504
17,0.11312,17.762,29.38278191693795,30.906385638415365,1.722222985262488,0.001195988184210061
17,0.11312,17.762,29.384035114197072,30.908189391226824,1.7260967621173906,0.0011986783070259657
17,0.11312,17.762,29.3851379277851,30.90988443543891,1.7299712976063992,0.0012013689566711106
17,0.11312,17.762,29.38610840374256,30.911414553537693,1.7338465180427596,0.0012040600819741387
17,0.11312,17.762,29.38696242258513,30.912774800033244,1.7377223474862278,0.0012067516301987693
17,0.11312,17.762,29.387713959166586,30.913976725009547,1.7415987151330252,0.001209443552175712
17,0.11312,17.762,29.38837531135827,30.91503617186735,1.7454755572456357,0.0012121358036428025
17,0.11312,17.762,29.38895730128695,30.915969111130302,1.7493528172166104,0.0012148283452893128
17,0.11312,17.762,29.38946945242419,30.916790321263164,1.7532304450403566,0.0012175211423891366
17,0.11312,17.762,29.389920145424963,30.917513066030605,1.7571083966391836,0.0012202141643327664
17,0.11312,17.762,29.39031675526564,30.918149109943993,1.7609866331952218,0.0012229073841633483
17,0.11312,17.762,29.390665771925438,30.91870883877279,1.76486512053549,0.0012256007781496457
18,0.11535999999999999,17.624,29.377596332414566,30.951861174459705,1.768758490607011,0.00122830450736598
18,0.11535999999999999,17.624,29.366095225645,30.954486960865502,1.772653041883226,0.0012310090568633514
18,0.11535999999999999,17.624,29.355974251687783,30.947316128260212,1.7765443682216058,0.0012337113668205596
18,0.11535999999999999,17.624,29.347067794605433,30.937619536766704,1.7804313379594598,0.001236410651360736
18,0.11535999999999999,17.624,29.339230112372963,30.927877158109254,1.7843139354370832,0.0012391068996090856
18,0.11535999999999999,17.624,29.33233295200839,30.918871944125282,1.788192495859094,0.001241800344346593
18,0.11535999999999999,17.624,29.326263450887566,30.91079309840317,1.7920674380905297,0.0012444912764517568
18,0.11535999999999999,17.624,29.32092228990124,30.90362862223334,1.7959391744647835,0.0012471799822672107
18,0.11535999999999999,17.624,29.316222068233273,30.897304207513052,1.799808083084639,0.0012498667243643327
18,0.11535999999999999,17.624,29.31208587316546,30.89173169552675,1.803674501850329,0.001252551737396062
18,0.11535999999999999,17.624,29.308446021505787,30.886825375324364,1.8075387297495147,0.0012552352289927186
18,0.11535999999999999,17.624,29.305242952045276,30.882506917241102,1.8114010303131893,0.001257917382161937
18,0.11535999999999999,17.624,29.302424250920026,30.87870635401885,1.8152616354740378,0.0012605983579680818
18,0.11535999999999999,17.624,29.299943793929806,30.87536174405863,1.8191207492450583,0.001263278298086846
18,0.11535999999999999,17.624,29.29776099177841,30.872418446463406,1.8229785510514225,0.0012659573271190433
19,0.11676,17.714,29.308660524829076,30.911558261635673,1.826853835823992,0.0012686484970999945
19,0.11676,17.714,29.318252113913662,30.929329725030147,1.8307370848837499,0.0012713451978359374
19,0.11676,17.714,29.3266927123081,30.93901447926117,1.834624681057547,0.0012740449174010744
19,0.11676,17.714,29.3341204388952,30.94541058671443,1.8385151508661117,0.0012767466325459109
19,0.11676,17.714,29.340656838291853,30.95027970546257,1.84240780968988,0.0012794498678401944
19,0.11676,17.714,29.346408869760904,30.954293295742815,1.8463022738339925,0.0012821543568291615
19,0.11676,17.714,29.35147065745367,30.957728385825817,1.8501982837529156,0.001284859919272858
19,0.11676,17.714,29.355925030623304,30.960716668897568,1.8540956388845575,0.0012875664158920538
19,0.11676,17.714,29.35984487901258,30.963334002214534,1.857994172622843,0.0012902737309880854
19,0.11676,17.714,29.363294345595147,30.965632842752687,1.861893741841866,0.0012929817651679625
19,0.11676,17.714,29.366329876187805,30.96765424643313,1.865794221801297,0.0012956904318064562
19,0.11676,17.714,29.369001143109344,30.969432518817225,1.8696955031345581,0.0012983996549545543
19,0.11676,17.714,29.3713518580003,30.970997197495702,1.8735974897223693,0.0013011093678627565
19,0.11676,17.714,29.373420487104337,30.972374042940064,1.8775000970072782,0.0013038195118106099
19,0.11676,17.714,29.37524088071589,30.973585641290857,1.881403250575745,0.0013065300351220452
20,0.11684,17.674,29.37215899242491,30.97162313228494,1.885305519329617,0.0013092399439789007
20,0.11684,17.674,29.36944693072885,30.968941640604843,1.8892065794334367,0.0013119490134954421
20,0.11684,17.674,29.367060316436316,30.96624104087104,1.893106422652845,0.0013146572379533646
20,0.11684,17.674,29.364960095858887,30.963742767728395,1.8970051404937682,0.0013173646808984502
20,0.11684,17.674,29.36311190175075,30.961500806871115,1.9009028486917772,0.001320071422702623
20,0.11684,17.674,29.361485490935586,30.959512352569657,1.904799661629609,0.0013227775427983395
20,0.11684,17.674,29.360054249418244,30.957756966803284,1.9086956844124146,0.0013254831141752878
20,0.11684,17.674,29.358794756882983,30.956210246621342,1.9125910111000015,0.0013281882021527788
20,0.11684,17.674,29.357686403451954,30.954848425465688,1.9164857250083935,0.0013308928645891622
20,0.11684,17.674,29.356711052432647,30.953649770207445,1.9203798996371781,0.001333597152525818
