SERIE;FECHA DE MUESTRA;HI;DGA;ACE
760046-01;18/04/2025;1.214285714;1.3;1
760047-01;18/04/2025;1.214285714;1.3;1
770003-01;18/04/2025;1.285714286;1.4;1
770021-01;18/04/2025;1.214285714;1.3;1
770023-01;18/04/2025;1.214285714;1.3;1
770027-01;18/04/2025;1.214285714;1.3;1
770028-01;18/04/2025;1.295918367;1.3;1.285714286
B607398;18/04/2025;1;1;1
B608156;18/04/2025;1.103896104;1;1.363636364
B611544;18/04/2025;1;;1
B611545;18/04/2025;1;1;1
B615152;18/04/2025;1;1;1
B615153;18/04/2025;1;1;1
B93033;18/04/2025;1;1;1
D518290;18/04/2025;1;;1
D518291;18/04/2025;1.214285714;1.3;1
D518292;18/04/2025;1.214285714;1.3;1
D518293;18/04/2025;1.214285714;1.3;1
D518294;18/04/2025;1;;1
D518295;18/04/2025;1;;1
HST15082-1-1;18/04/2025;1.207792208;1;1.727272727
HST15082-1-2;18/04/2025;1.285714286;1;2
HST15082-1-3;18/04/2025;1.207792208;1;1.727272727
L-10228;18/04/2025;1.75;2.05;1
L-10802;18/04/2025;1.3;;1.3
L-10803;18/04/2025;1;;1
L-30108;18/04/2025;1;1;1
L-30155;18/04/2025;1;1;1
L-30157;18/04/2025;1;1;1
L-30158;18/04/2025;1.272108844;1;1.952380952
L-30229;18/04/2025;1.986394558;2;1.952380952
L-30230;18/04/2025;1;1;1
L-30249;18/04/2025;1;;1
L-30300;18/04/2025;1.5;1.5;
L-30306;18/04/2025;1;;1
L-30307;18/04/2025;1;;1
L-30330;18/04/2025;3.19047619;;3.19047619
L-30406;18/04/2025;1.233766234;1;1.818181818
L-30436;18/04/2025;1.25974026;1;1.909090909
L-30442;18/04/2025;1.103896104;1;1.363636364
L-30443;18/04/2025;1.081632653;1;1.285714286
L-30477;18/04/2025;1;1;1
L-30493;18/04/2025;1;1;1
L-30506;18/04/2025;1;1;1
L-30507;18/04/2025;1;1;1
LP-000471;18/04/2025;1.857142857;;1.857142857
LP-000472;18/04/2025;1;;1
LP-000473;18/04/2025;1.24025974;1.3;1.090909091
LP-000474;18/04/2025;1.266233766;1.3;1.181818182
LP-000475;18/04/2025;1.266233766;1.3;1.181818182
LP-000476;18/04/2025;1.5;1.3;2
LP-000584;18/04/2025;1.103896104;1;1.363636364
LP-000598;18/04/2025;1.103896104;1;1.363636364
P185848;18/04/2025;1;1;1
P186248;18/04/2025;1.214285714;1.3;1
P186249;18/04/2025;1.214285714;1.3;1
P186250;18/04/2025;1.214285714;1.3;1
P186254;18/04/2025;1;;1
P186255;18/04/2025;1.214285714;1.3;1
P186256;18/04/2025;1.214285714;1.3;1
P186257;18/04/2025;1.214285714;1.3;1
PA 277 - 01;18/04/2025;1.3;1.3;
PA 277 - 02;18/04/2025;1;1;
PA 277 - 03;18/04/2025;1;;1
PA196-01-04;18/04/2025;1;;1
PA277 -01;18/04/2025;1;;1
PA277- 02;18/04/2025;1;;1
PT9003-01;18/04/2025;1.12987013;1;1.454545455
V101038;18/04/2025;1.214285714;1.3;1
V101039;18/04/2025;1.214285714;1.3;1
V101040;18/04/2025;1.214285714;1.3;1
V101041;18/04/2025;1.214285714;1.3;1
V101042;18/04/2025;1.214285714;1.3;1
V101043;18/04/2025;1.214285714;1.3;1
V101044;18/04/2025;1;;1
V147101;18/04/2025;1;1;1
V147102;18/04/2025;1;1;1
V147103;18/04/2025;1;1;1
V147104;18/04/2025;1.555555556;;1.555555556
V147105;18/04/2025;1.214285714;1.3;1
V147106;18/04/2025;1;1;1
V147107;18/04/2025;1.214285714;1.3;1
V163201;18/04/2025;1;1;1
V180401;18/04/2025;1;1;1
V180402;18/04/2025;1;1;1
V180403;18/04/2025;1;1;1
59571;17/04/2025;1.642857143;1.9;1
59572;17/04/2025;1.944805195;2.25;1.181818182
59573;17/04/2025;1.321428571;1.45;1
100138;17/04/2025;1;1;1
146916;17/04/2025;1.214285714;1.3;1
146917;17/04/2025;1.214285714;1.3;1
146918;17/04/2025;1.214285714;1.3;1
147400;17/04/2025;1.214285714;1.3;1
185466;17/04/2025;1.081632653;1;1.285714286
185519;17/04/2025;1.571428571;1.8;1
185634;17/04/2025;1.642857143;1.9;1
185635;17/04/2025;1.642857143;1.9;1
185636;17/04/2025;1.642857143;1.9;1
185765;17/04/2025;1.214285714;1.3;1
185766;17/04/2025;1.214285714;1.3;1
185767;17/04/2025;1.214285714;1.3;1
338118;17/04/2025;3.7;3.7;
359110;17/04/2025;1;1;1
359111;17/04/2025;1.214285714;1.3;1
364072;17/04/2025;1;1;1
364073;17/04/2025;1;1;1
364074;17/04/2025;1.214285714;1.3;1
364075;17/04/2025;1.214285714;1.3;1
364076;17/04/2025;3;3;
364077;17/04/2025;1.214285714;1.3;1
364078;17/04/2025;1.214285714;1.3;1
551873;17/04/2025;1;1;1
551874;17/04/2025;1;1;1
551875;17/04/2025;1;1;1
123157T;17/04/2025;1.081632653;1;1.285714286
123158T;17/04/2025;1;1;1
123159T;17/04/2025;1;1;1
123160T;17/04/2025;1;1;1
123161T;17/04/2025;1;1;1
132006T1;17/04/2025;1;1;1
146659T1;17/04/2025;1.214285714;1.3;1
146659T2;17/04/2025;1;1;1
146659T3;17/04/2025;1.214285714;1.3;1
146660T1;17/04/2025;1.214285714;1.3;1
146660T2;17/04/2025;1;1;1
146660T3;17/04/2025;1.025974026;1;1.090909091
147926T1;17/04/2025;1.214285714;1.3;1
149292T;17/04/2025;1.214285714;1.3;1
150700A/01;17/04/2025;1.214285714;1.3;1
150700A/02;17/04/2025;1.214285714;1.3;1
150700B/01;17/04/2025;1.214285714;1.3;1
160967T;17/04/2025;1;1;1
161159T2;17/04/2025;1;1;1
161566T;17/04/2025;1.207792208;1;1.727272727
161642T;17/04/2025;1.12987013;1;1.454545455
162031 T1;17/04/2025;1.3;;1.3
16625S;17/04/2025;1.292207792;1.3;1.272727273
16626S;17/04/2025;1.214285714;1.3;1
16627S;17/04/2025;1.474025974;1.3;1.909090909
16628S;17/04/2025;1;1;
16629S;17/04/2025;1.214285714;1.3;1
16630S;17/04/2025;1.292207792;1.3;1.272727273
16631S;17/04/2025;1.474025974;1.3;1.909090909
1ZBR60816;17/04/2025;1.214285714;1.3;1
1ZBR60817;17/04/2025;1.214285714;1.3;1
1ZBR60818;17/04/2025;1.214285714;1.3;1
230531-01;17/04/2025;3.05;3.05;
30N14081601;17/04/2025;1.214285714;1.3;1
30N14081602;17/04/2025;1.214285714;1.3;1
30N14081603;17/04/2025;1.214285714;1.3;1
5337PA196-02;17/04/2025;1.214285714;1.3;1
5337PA196-03;17/04/2025;1.214285714;1.3;1
5337PA196-04;17/04/2025;1.214285714;1.3;1
5337PA196-05;17/04/2025;1.214285714;1.3;1
5337PA196-06;17/04/2025;1;;1
6620 500;17/04/2025;1.214285714;1.3;1
6620 501;17/04/2025;1;1;1
6620 502;17/04/2025;1;;1
6620 503;17/04/2025;1;1;1
750005-01;17/04/2025;1.642857143;1.9;1
750006-01;17/04/2025;1;;1
750019-01;17/04/2025;1.321428571;1.45;1
760026-01;17/04/2025;1.428571429;1.6;1
760045-01;17/04/2025;1.214285714;1.3;1
760046-01;17/04/2025;1.214285714;1.3;1
760047-01;17/04/2025;1.214285714;1.3;1
770003-01;17/04/2025;1.285714286;1.4;1
770021-01;17/04/2025;1.214285714;1.3;1
770023-01;17/04/2025;1.214285714;1.3;1
770027-01;17/04/2025;1.214285714;1.3;1
770028-01;17/04/2025;1.295918367;1.3;1.285714286
B607398;17/04/2025;1;1;1
B608156;17/04/2025;1.103896104;1;1.363636364
B611544;17/04/2025;1;;1
B611545;17/04/2025;1;1;1
B615152;17/04/2025;1;1;1
B615153;17/04/2025;1;1;1
B93033;17/04/2025;1;1;1
D518290;17/04/2025;1;;1
D518291;17/04/2025;1.214285714;1.3;1
D518292;17/04/2025;1.214285714;1.3;1
D518293;17/04/2025;1.214285714;1.3;1
D518294;17/04/2025;1;;1
D518295;17/04/2025;1;;1
HST15082-1-1;17/04/2025;1.207792208;1;1.727272727
HST15082-1-2;17/04/2025;1.285714286;1;2
HST15082-1-3;17/04/2025;1.207792208;1;1.727272727
L-10228;17/04/2025;1.75;2.05;1
L-10802;17/04/2025;1.3;;1.3
L-10803;17/04/2025;1;;1
L-30108;17/04/2025;1;1;1
L-30155;17/04/2025;1;1;1
L-30157;17/04/2025;1;1;1
L-30158;17/04/2025;1.272108844;1;1.952380952
L-30229;17/04/2025;1.986394558;2;1.952380952
L-30230;17/04/2025;1;1;1
L-30249;17/04/2025;1;;1
L-30300;17/04/2025;1.5;1.5;
L-30306;17/04/2025;1;;1
L-30307;17/04/2025;1;;1
L-30330;17/04/2025;3.19047619;;3.19047619
L-30406;17/04/2025;1.233766234;1;1.818181818
L-30436;17/04/2025;1.25974026;1;1.909090909
L-30442;17/04/2025;1.103896104;1;1.363636364
L-30443;17/04/2025;1.081632653;1;1.285714286
L-30477;17/04/2025;1;1;1
L-30493;17/04/2025;1;1;1
L-30506;17/04/2025;1;1;1
L-30507;17/04/2025;1;1;1
LP-000471;17/04/2025;1.857142857;;1.857142857
LP-000472;17/04/2025;1;;1
LP-000473;17/04/2025;1.24025974;1.3;1.090909091
LP-000474;17/04/2025;1.266233766;1.3;1.181818182
LP-000475;17/04/2025;1.266233766;1.3;1.181818182
LP-000476;17/04/2025;1.5;1.3;2
LP-000584;17/04/2025;1.103896104;1;1.363636364
LP-000598;17/04/2025;1.103896104;1;1.363636364
P185848;17/04/2025;1;1;1
P186248;17/04/2025;1.214285714;1.3;1
P186249;17/04/2025;1.214285714;1.3;1
P186250;17/04/2025;1.214285714;1.3;1
P186254;17/04/2025;1;;1
P186255;17/04/2025;1.214285714;1.3;1
P186256;17/04/2025;1.214285714;1.3;1
P186257;17/04/2025;1.214285714;1.3;1
PA 277 - 01;17/04/2025;1.3;1.3;
PA 277 - 02;17/04/2025;1;1;
PA 277 - 03;17/04/2025;1;;1
PA196-01-04;17/04/2025;1;;1
PA277 -01;17/04/2025;1;;1
PA277- 02;17/04/2025;1;;1
PT9003-01;17/04/2025;1.12987013;1;1.454545455
V101038;17/04/2025;1.214285714;1.3;1
V101039;17/04/2025;1.214285714;1.3;1
V101040;17/04/2025;1.214285714;1.3;1
V101041;17/04/2025;1.214285714;1.3;1
V101042;17/04/2025;1.214285714;1.3;1
V101043;17/04/2025;1.214285714;1.3;1
V101044;17/04/2025;1;;1
V147101;17/04/2025;1;1;1
V147102;17/04/2025;1;1;1
V147103;17/04/2025;1;1;1
V147104;17/04/2025;1.555555556;;1.555555556
V147105;17/04/2025;1.214285714;1.3;1
V147106;17/04/2025;1;1;1
V147107;17/04/2025;1.214285714;1.3;1
V163201;17/04/2025;1;1;1
V180401;17/04/2025;1;1;1
V180402;17/04/2025;1;1;1
V180403;17/04/2025;1;1;1
59571;16/04/2025;1.642857143;1.9;1
59572;16/04/2025;1.944805195;2.25;1.181818182
59573;16/04/2025;1.321428571;1.45;1
100138;16/04/2025;1;1;1
146916;16/04/2025;1.214285714;1.3;1
146917;16/04/2025;1.214285714;1.3;1
146918;16/04/2025;1.214285714;1.3;1
147400;16/04/2025;1.214285714;1.3;1
185466;16/04/2025;1.081632653;1;1.285714286
185519;16/04/2025;1.571428571;1.8;1
185634;16/04/2025;1.642857143;1.9;1
185635;16/04/2025;1.642857143;1.9;1
185636;16/04/2025;1.642857143;1.9;1
185765;16/04/2025;1.214285714;1.3;1
185766;16/04/2025;1.214285714;1.3;1
185767;16/04/2025;1.214285714;1.3;1
338118;16/04/2025;3.7;3.7;
359110;16/04/2025;1;1;1
359111;16/04/2025;1.214285714;1.3;1
364072;16/04/2025;1;1;1
364073;16/04/2025;1;1;1
364074;16/04/2025;1.214285714;1.3;1
364075;16/04/2025;1.214285714;1.3;1
364076;16/04/2025;3;3;
364077;16/04/2025;1.214285714;1.3;1
364078;16/04/2025;1.214285714;1.3;1
551873;16/04/2025;1;1;1
551874;16/04/2025;1;1;1
551875;16/04/2025;1;1;1
123157T;16/04/2025;1.081632653;1;1.285714286
123158T;16/04/2025;1;1;1
123159T;16/04/2025;1;1;1
123160T;16/04/2025;1;1;1
123161T;16/04/2025;1;1;1
132006T1;16/04/2025;1;1;1
146659T1;16/04/2025;1.214285714;1.3;1
146659T2;16/04/2025;1;1;1
146659T3;16/04/2025;1.214285714;1.3;1
146660T1;16/04/2025;1.214285714;1.3;1
146660T2;16/04/2025;1;1;1
146660T3;16/04/2025;1.025974026;1;1.090909091
147926T1;16/04/2025;1.214285714;1.3;1
149292T;16/04/2025;1.214285714;1.3;1
150700A/01;16/04/2025;1.214285714;1.3;1
150700A/02;16/04/2025;1.214285714;1.3;1
150700B/01;16/04/2025;1.214285714;1.3;1
160967T;16/04/2025;1;1;1
161159T2;16/04/2025;1;1;1
161566T;16/04/2025;1.207792208;1;1.727272727
161642T;16/04/2025;1.12987013;1;1.454545455
162031 T1;16/04/2025;1.3;;1.3
16625S;16/04/2025;1.292207792;1.3;1.272727273
16626S;16/04/2025;1.214285714;1.3;1
16627S;16/04/2025;1.474025974;1.3;1.909090909
16628S;16/04/2025;1;1;
16629S;16/04/2025;1.214285714;1.3;1
16630S;16/04/2025;1.292207792;1.3;1.272727273
16631S;16/04/2025;1.474025974;1.3;1.909090909
1ZBR60816;16/04/2025;1.214285714;1.3;1
1ZBR60817;16/04/2025;1.214285714;1.3;1
1ZBR60818;16/04/2025;1.214285714;1.3;1
230531-01;16/04/2025;3.05;3.05;
30N14081601;16/04/2025;1.214285714;1.3;1
30N14081602;16/04/2025;1.214285714;1.3;1
30N14081603;16/04/2025;1.214285714;1.3;1
5337PA196-02;16/04/2025;1.214285714;1.3;1
5337PA196-03;16/04/2025;1.214285714;1.3;1
5337PA196-04;16/04/2025;1.214285714;1.3;1
5337PA196-05;16/04/2025;1.214285714;1.3;1
5337PA196-06;16/04/2025;1;;1
6620 500;16/04/2025;1.214285714;1.3;1
6620 501;16/04/2025;1;1;1
6620 502;16/04/2025;1;;1
6620 503;16/04/2025;1;1;1
750005-01;16/04/2025;1.642857143;1.9;1
750006-01;16/04/2025;1;;1
750019-01;16/04/2025;1.321428571;1.45;1
760026-01;16/04/2025;1.428571429;1.6;1
760045-01;16/04/2025;1.214285714;1.3;1
760046-01;16/04/2025;1.214285714;1.3;1
760047-01;16/04/2025;1.214285714;1.3;1
770003-01;16/04/2025;1.285714286;1.4;1
770021-01;16/04/2025;1.214285714;1.3;1
770023-01;16/04/2025;1.214285714;1.3;1
770027-01;16/04/2025;1.214285714;1.3;1
770028-01;16/04/2025;1.295918367;1.3;1.285714286
B607398;16/04/2025;1;1;1
B608156;16/04/2025;1.103896104;1;1.363636364
B611544;16/04/2025;1;;1
B611545;16/04/2025;1;1;1
B615152;16/04/2025;1;1;1
B615153;16/04/2025;1;1;1
B93033;16/04/2025;1;1;1
D518290;16/04/2025;1;;1
D518291;16/04/2025;1.214285714;1.3;1
D518292;16/04/2025;1.214285714;1.3;1
D518293;16/04/2025;1.214285714;1.3;1
D518294;16/04/2025;1;;1
D518295;16/04/2025;1;;1
HST15082-1-1;16/04/2025;1.207792208;1;1.727272727
HST15082-1-2;16/04/2025;1.285714286;1;2
HST15082-1-3;16/04/2025;1.207792208;1;1.727272727
L-10228;16/04/2025;1.75;2.05;1
L-10802;16/04/2025;1.3;;1.3
L-10803;16/04/2025;1;;1
L-30108;16/04/2025;1;1;1
L-30155;16/04/2025;1;1;1
L-30157;16/04/2025;1;1;1
L-30158;16/04/2025;1.272108844;1;1.952380952
L-30229;16/04/2025;1.986394558;2;1.952380952
L-30230;16/04/2025;1;1;1
L-30249;16/04/2025;1;;1
L-30300;16/04/2025;1.5;1.5;
L-30306;16/04/2025;1;;1
L-30307;16/04/2025;1;;1
L-30330;16/04/2025;3.19047619;;3.19047619
L-30406;16/04/2025;1.233766234;1;1.818181818
L-30436;16/04/2025;1.25974026;1;1.909090909
L-30442;16/04/2025;1.103896104;1;1.363636364
L-30443;16/04/2025;1.081632653;1;1.285714286
L-30477;16/04/2025;1;1;1
L-30493;16/04/2025;1;1;1
L-30506;16/04/2025;1;1;1
L-30507;16/04/2025;1;1;1
LP-000471;16/04/2025;1.857142857;;1.857142857
LP-000472;16/04/2025;1;;1
LP-000473;16/04/2025;1.24025974;1.3;1.090909091
LP-000474;16/04/2025;1.266233766;1.3;1.181818182
LP-000475;16/04/2025;1.266233766;1.3;1.181818182
LP-000476;16/04/2025;1.5;1.3;2
LP-000584;16/04/2025;1.103896104;1;1.363636364
LP-000598;16/04/2025;1.103896104;1;1.363636364
P185848;16/04/2025;1;1;1
P186248;16/04/2025;1.214285714;1.3;1
P186249;16/04/2025;1.214285714;1.3;1
P186250;16/04/2025;1.214285714;1.3;1
P186254;16/04/2025;1;;1
P186255;16/04/2025;1.214285714;1.3;1
P186256;16/04/2025;1.214285714;1.3;1
P186257;16/04/2025;1.214285714;1.3;1
PA 277 - 01;16/04/2025;1.3;1.3;
PA 277 - 02;16/04/2025;1;1;
PA 277 - 03;16/04/2025;1;;1
PA196-01-04;16/04/2025;1;;1
PA277 -01;16/04/2025;1;;1
PA277- 02;16/04/2025;1;;1
PT9003-01;16/04/2025;1.12987013;1;1.454545455
V101038;16/04/2025;1.214285714;1.3;1
V101039;16/04/2025;1.214285714;1.3;1
V101040;16/04/2025;1.214285714;1.3;1
V101041;16/04/2025;1.214285714;1.3;1
V101042;16/04/2025;1.214285714;1.3;1
V101043;16/04/2025;1.214285714;1.3;1
V101044;16/04/2025;1;;1
V147101;16/04/2025;1;1;1
V147102;16/04/2025;1;1;1
V147103;16/04/2025;1;1;1
V147104;16/04/2025;1.555555556;;1.555555556
V147105;16/04/2025;1.214285714;1.3;1
V147106;16/04/2025;1;1;1
V147107;16/04/2025;1.214285714;1.3;1
V163201;16/04/2025;1;1;1
V180401;16/04/2025;1;1;1
V180402;16/04/2025;1;1;1
V180403;16/04/2025;1;1;1
59571;15/04/2025;1.642857143;1.9;1
59572;15/04/2025;1.944805195;2.25;1.181818182
59573;15/04/2025;1.321428571;1.45;1
100138;15/04/2025;1;1;1
146916;15/04/2025;1.214285714;1.3;1
146917;15/04/2025;1.214285714;1.3;1
146918;15/04/2025;1.214285714;1.3;1
147400;15/04/2025;1.214285714;1.3;1
185466;15/04/2025;1.081632653;1;1.285714286
185519;15/04/2025;1.571428571;1.8;1
185634;15/04/2025;1.642857143;1.9;1
185635;15/04/2025;1.642857143;1.9;1
185636;15/04/2025;1.642857143;1.9;1
185765;15/04/2025;1.214285714;1.3;1
185766;15/04/2025;1.214285714;1.3;1
185767;15/04/2025;1.214285714;1.3;1
338118;15/04/2025;3.7;3.7;
359110;15/04/2025;1;1;1
359111;15/04/2025;1.214285714;1.3;1
364072;15/04/2025;1;1;1
364073;15/04/2025;1;1;1
364074;15/04/2025;1.214285714;1.3;1
364075;15/04/2025;1.214285714;1.3;1
364076;15/04/2025;3;3;
364077;15/04/2025;1.214285714;1.3;1
364078;15/04/2025;1.214285714;1.3;1
551873;15/04/2025;1;1;1
551874;15/04/2025;1;1;1
551875;15/04/2025;1;1;1
123157T;15/04/2025;1.081632653;1;1.285714286
123158T;15/04/2025;1;1;1
123159T;15/04/2025;1;1;1
123160T;15/04/2025;1;1;1
123161T;15/04/2025;1;1;1
132006T1;15/04/2025;1;1;1
146659T1;15/04/2025;1.214285714;1.3;1
146659T2;15/04/2025;1;1;1
146659T3;15/04/2025;1.214285714;1.3;1
146660T1;15/04/2025;1.214285714;1.3;1
146660T2;15/04/2025;1;1;1
146660T3;15/04/2025;1.025974026;1;1.090909091
147926T1;15/04/2025;1.214285714;1.3;1
149292T;15/04/2025;1.214285714;1.3;1
150700A/01;15/04/2025;1.214285714;1.3;1
150700A/02;15/04/2025;1.214285714;1.3;1
150700B/01;15/04/2025;1.214285714;1.3;1
160967T;15/04/2025;1;1;1
161159T2;15/04/2025;1;1;1
161566T;15/04/2025;1.207792208;1;1.727272727
161642T;15/04/2025;1.12987013;1;1.454545455
162031 T1;15/04/2025;1.3;;1.3
16625S;15/04/2025;1.292207792;1.3;1.272727273
16626S;15/04/2025;1.214285714;1.3;1
16627S;15/04/2025;1.474025974;1.3;1.909090909
16628S;15/04/2025;1;1;
16629S;15/04/2025;1.214285714;1.3;1
16630S;15/04/2025;1.292207792;1.3;1.272727273
16631S;15/04/2025;1.474025974;1.3;1.909090909
1ZBR60816;15/04/2025;1.214285714;1.3;1
1ZBR60817;15/04/2025;1.214285714;1.3;1
1ZBR60818;15/04/2025;1.214285714;1.3;1
230531-01;15/04/2025;3.05;3.05;
30N14081601;15/04/2025;1.214285714;1.3;1
30N14081602;15/04/2025;1.214285714;1.3;1
30N14081603;15/04/2025;1.214285714;1.3;1
5337PA196-02;15/04/2025;1.214285714;1.3;1
5337PA196-03;15/04/2025;1.214285714;1.3;1
5337PA196-04;15/04/2025;1.214285714;1.3;1
5337PA196-05;15/04/2025;1.214285714;1.3;1
5337PA196-06;15/04/2025;1;;1
6620 500;15/04/2025;1.214285714;1.3;1
6620 501;15/04/2025;1;1;1
6620 502;15/04/2025;1;;1
6620 503;15/04/2025;1;1;1
750005-01;15/04/2025;1.642857143;1.9;1
750006-01;15/04/2025;1;;1
750019-01;15/04/2025;1.321428571;1.45;1
760026-01;15/04/2025;1.428571429;1.6;1
760045-01;15/04/2025;1.214285714;1.3;1
760046-01;15/04/2025;1.214285714;1.3;1
760047-01;15/04/2025;1.214285714;1.3;1
770003-01;15/04/2025;1.285714286;1.4;1
770021-01;15/04/2025;1.214285714;1.3;1
770023-01;15/04/2025;1.214285714;1.3;1
770027-01;15/04/2025;1.214285714;1.3;1
770028-01;15/04/2025;1.295918367;1.3;1.285714286
B607398;15/04/2025;1;1;1
B608156;15/04/2025;1.103896104;1;1.363636364
B611544;15/04/2025;1;;1
B611545;15/04/2025;1;1;1
B615152;15/04/2025;1;1;1
B615153;15/04/2025;1;1;1
B93033;15/04/2025;1;1;1
D518290;15/04/2025;1;;1
D518291;15/04/2025;1.214285714;1.3;1
D518292;15/04/2025;1.214285714;1.3;1
D518293;15/04/2025;1.214285714;1.3;1
D518294;15/04/2025;1;;1
D518295;15/04/2025;1;;1
HST15082-1-1;15/04/2025;1.207792208;1;1.727272727
HST15082-1-2;15/04/2025;1.285714286;1;2
HST15082-1-3;15/04/2025;1.207792208;1;1.727272727
L-10228;15/04/2025;1.75;2.05;1
L-10802;15/04/2025;1.3;;1.3
L-10803;15/04/2025;1;;1
L-30108;15/04/2025;1;1;1
L-30155;15/04/2025;1;1;1
L-30157;15/04/2025;1;1;1
L-30158;15/04/2025;1.272108844;1;1.952380952
L-30229;15/04/2025;1.986394558;2;1.952380952
L-30230;15/04/2025;1;1;1
L-30249;15/04/2025;1;;1
L-30300;15/04/2025;1.5;1.5;
L-30306;15/04/2025;1;;1
L-30307;15/04/2025;1;;1
L-30330;15/04/2025;3.19047619;;3.19047619
L-30406;15/04/2025;1.233766234;1;1.818181818
L-30436;15/04/2025;1.25974026;1;1.909090909
L-30442;15/04/2025;1.103896104;1;1.363636364
L-30443;15/04/2025;1.081632653;1;1.285714286
L-30477;15/04/2025;1;1;1
L-30493;15/04/2025;1;1;1
L-30506;15/04/2025;1;1;1
L-30507;15/04/2025;1;1;1
LP-000471;15/04/2025;1.857142857;;1.857142857
LP-000472;15/04/2025;1;;1
LP-000473;15/04/2025;1.24025974;1.3;1.090909091
LP-000474;15/04/2025;1.266233766;1.3;1.181818182
LP-000475;15/04/2025;1.266233766;1.3;1.181818182
LP-000476;15/04/2025;1.5;1.3;2
LP-000584;15/04/2025;1.103896104;1;1.363636364
LP-000598;15/04/2025;1.103896104;1;1.363636364
P185848;15/04/2025;1;1;1
P186248;15/04/2025;1.214285714;1.3;1
P186249;15/04/2025;1.214285714;1.3;1
P186250;15/04/2025;1.214285714;1.3;1
P186254;15/04/2025;1;;1
P186255;15/04/2025;1.214285714;1.3;1
P186256;15/04/2025;1.214285714;1.3;1
P186257;15/04/2025;1.214285714;1.3;1
PA 277 - 01;15/04/2025;1.3;1.3;
PA 277 - 02;15/04/2025;1;1;
PA 277 - 03;15/04/2025;1;;1
PA196-01-04;15/04/2025;1;;1
PA277 -01;15/04/2025;1;;1
PA277- 02;15/04/2025;1;;1
PT9003-01;15/04/2025;1.12987013;1;1.454545455
V101038;15/04/2025;1.214285714;1.3;1
V101039;15/04/2025;1.214285714;1.3;1
V101040;15/04/2025;1.214285714;1.3;1
V101041;15/04/2025;1.214285714;1.3;1
V101042;15/04/2025;1.214285714;1.3;1
V101043;15/04/2025;1.214285714;1.3;1
V101044;15/04/2025;1;;1
V147101;15/04/2025;1;1;1
V147102;15/04/2025;1;1;1
V147103;15/04/2025;1;1;1
V147104;15/04/2025;1.555555556;;1.555555556
V147105;15/04/2025;1.214285714;1.3;1
V147106;15/04/2025;1;1;1
V147107;15/04/2025;1.214285714;1.3;1
V163201;15/04/2025;1;1;1
V180401;15/04/2025;1;1;1
V180402;15/04/2025;1;1;1
V180403;15/04/2025;1;1;1
59571;14/04/2025;1.642857143;1.9;1
59572;14/04/2025;1.944805195;2.25;1.181818182
59573;14/04/2025;1.321428571;1.45;1
100138;14/04/2025;1;1;1
146916;14/04/2025;1.214285714;1.3;1
146917;14/04/2025;1.214285714;1.3;1
146918;14/04/2025;1.214285714;1.3;1
147400;14/04/2025;1.214285714;1.3;1
185466;14/04/2025;1.081632653;1;1.285714286
185519;14/04/2025;1.571428571;1.8;1
185634;14/04/2025;1.642857143;1.9;1
185635;14/04/2025;1.642857143;1.9;1
185636;14/04/2025;1.642857143;1.9;1
185765;14/04/2025;1.214285714;1.3;1
185766;14/04/2025;1.214285714;1.3;1
185767;14/04/2025;1.214285714;1.3;1
338118;14/04/2025;3.7;3.7;
359110;14/04/2025;1;1;1
359111;14/04/2025;1.214285714;1.3;1
364072;14/04/2025;1;1;1
364073;14/04/2025;1;1;1
364074;14/04/2025;1.214285714;1.3;1
364075;14/04/2025;1.214285714;1.3;1
364076;14/04/2025;3;3;
364077;14/04/2025;1.214285714;1.3;1
364078;14/04/2025;1.214285714;1.3;1
551873;14/04/2025;1;1;1
551874;14/04/2025;1;1;1
551875;14/04/2025;1;1;1
123157T;14/04/2025;1.081632653;1;1.285714286
123158T;14/04/2025;1;1;1
123159T;14/04/2025;1;1;1
123160T;14/04/2025;1;1;1
123161T;14/04/2025;1;1;1
132006T1;14/04/2025;1;1;1
146659T1;14/04/2025;1.214285714;1.3;1
146659T2;14/04/2025;1;1;1
146659T3;14/04/2025;1.214285714;1.3;1
146660T1;14/04/2025;1.214285714;1.3;1
146660T2;14/04/2025;1;1;1
146660T3;14/04/2025;1.025974026;1;1.090909091
147926T1;14/04/2025;1.214285714;1.3;1
149292T;14/04/2025;1.214285714;1.3;1
150700A/01;14/04/2025;1.214285714;1.3;1
150700A/02;14/04/2025;1.214285714;1.3;1
150700B/01;14/04/2025;1.214285714;1.3;1
160967T;14/04/2025;1;1;1
161159T2;14/04/2025;1;1;1
161566T;14/04/2025;1.207792208;1;1.727272727
161642T;14/04/2025;1.12987013;1;1.454545455
162031 T1;14/04/2025;1.3;;1.3
16625S;14/04/2025;1.292207792;1.3;1.272727273
16626S;14/04/2025;1.214285714;1.3;1
16627S;14/04/2025;1.474025974;1.3;1.909090909
16628S;14/04/2025;1;1;
16629S;14/04/2025;1.214285714;1.3;1
16630S;14/04/2025;1.292207792;1.3;1.272727273
16631S;14/04/2025;1.474025974;1.3;1.909090909
1ZBR60816;14/04/2025;1.214285714;1.3;1
1ZBR60817;14/04/2025;1.214285714;1.3;1
1ZBR60818;14/04/2025;1.214285714;1.3;1
230531-01;14/04/2025;3.05;3.05;
30N14081601;14/04/2025;1.214285714;1.3;1
