SERIE;FECHA DE MUESTRA;HI;DGA;ACE
161642T;03/07/2025;1.12987013;1;1.454545455
162031 T1;03/07/2025;1.3;;1.3
16625S;03/07/2025;1.292207792;1.3;1.272727273
16626S;03/07/2025;1.214285714;1.3;1
16627S;03/07/2025;1.474025974;1.3;1.909090909
16628S;03/07/2025;1;1;
16629S;03/07/2025;1.214285714;1.3;1
16630S;03/07/2025;1.292207792;1.3;1.272727273
16631S;03/07/2025;1.474025974;1.3;1.909090909
1ZBR60816;03/07/2025;1.214285714;1.3;1
1ZBR60817;03/07/2025;1.214285714;1.3;1
1ZBR60818;03/07/2025;1.214285714;1.3;1
230531-01;03/07/2025;3.05;3.05;
30N14081601;03/07/2025;1.214285714;1.3;1
30N14081602;03/07/2025;1.214285714;1.3;1
30N14081603;03/07/2025;1.214285714;1.3;1
5337PA196-02;03/07/2025;1.214285714;1.3;1
5337PA196-03;03/07/2025;1.214285714;1.3;1
5337PA196-04;03/07/2025;1.214285714;1.3;1
5337PA196-05;03/07/2025;1.214285714;1.3;1
5337PA196-06;03/07/2025;1;;1
6620 500;03/07/2025;1.214285714;1.3;1
6620 501;03/07/2025;1;1;1
6620 502;03/07/2025;1;;1
6620 503;03/07/2025;1;1;1
750005-01;03/07/2025;1.642857143;1.9;1
750006-01;03/07/2025;1;;1
750019-01;03/07/2025;1.321428571;1.45;1
760026-01;03/07/2025;1.428571429;1.6;1
760045-01;03/07/2025;1.214285714;1.3;1
760046-01;03/07/2025;1.214285714;1.3;1
760047-01;03/07/2025;1.214285714;1.3;1
770003-01;03/07/2025;1.285714286;1.4;1
770021-01;03/07/2025;1.214285714;1.3;1
770023-01;03/07/2025;1.214285714;1.3;1
770027-01;03/07/2025;1.214285714;1.3;1
770028-01;03/07/2025;1.295918367;1.3;1.285714286
B607398;03/07/2025;1;1;1
B608156;03/07/2025;1.103896104;1;1.363636364
B611544;03/07/2025;1;;1
B611545;03/07/2025;1;1;1
B615152;03/07/2025;1;1;1
B615153;03/07/2025;1;1;1
B93033;03/07/2025;1;1;1
D518290;03/07/2025;1;;1
D518291;03/07/2025;1.214285714;1.3;1
D518292;03/07/2025;1.214285714;1.3;1
D518293;03/07/2025;1.214285714;1.3;1
D518294;03/07/2025;1;;1
D518295;03/07/2025;1;;1
HST15082-1-1;03/07/2025;1.207792208;1;1.727272727
HST15082-1-2;03/07/2025;1.285714286;1;2
HST15082-1-3;03/07/2025;1.207792208;1;1.727272727
L-10228;03/07/2025;1.75;2.05;1
L-10802;03/07/2025;1.3;;1.3
L-10803;03/07/2025;1;;1
L-30108;03/07/2025;1;1;1
L-30155;03/07/2025;1;1;1
L-30157;03/07/2025;1;1;1
L-30158;03/07/2025;1.272108844;1;1.952380952
L-30229;03/07/2025;1.986394558;2;1.952380952
L-30230;03/07/2025;1;1;1
L-30249;03/07/2025;1;;1
L-30300;03/07/2025;1.5;1.5;
L-30306;03/07/2025;1;;1
L-30307;03/07/2025;1;;1
L-30330;03/07/2025;3.19047619;;3.19047619
L-30406;03/07/2025;1.233766234;1;1.818181818
L-30436;03/07/2025;1.25974026;1;1.909090909
L-30442;03/07/2025;1.103896104;1;1.363636364
L-30443;03/07/2025;1.081632653;1;1.285714286
L-30477;03/07/2025;1;1;1
L-30493;03/07/2025;1;1;1
L-30506;03/07/2025;1;1;1
L-30507;03/07/2025;1;1;1
LP-000471;03/07/2025;1.857142857;;1.857142857
LP-000472;03/07/2025;1;;1
LP-000473;03/07/2025;1.24025974;1.3;1.090909091
LP-000474;03/07/2025;1.266233766;1.3;1.181818182
LP-000475;03/07/2025;1.266233766;1.3;1.181818182
LP-000476;03/07/2025;1.5;1.3;2
LP-000584;03/07/2025;1.103896104;1;1.363636364
LP-000598;03/07/2025;1.103896104;1;1.363636364
P185848;03/07/2025;1;1;1
P186248;03/07/2025;1.214285714;1.3;1
P186249;03/07/2025;1.214285714;1.3;1
P186250;03/07/2025;1.214285714;1.3;1
P186254;03/07/2025;1;;1
P186255;03/07/2025;1.214285714;1.3;1
P186256;03/07/2025;1.214285714;1.3;1
P186257;03/07/2025;1.214285714;1.3;1
PA 277 - 01;03/07/2025;1.3;1.3;
PA 277 - 02;03/07/2025;1;1;
PA 277 - 03;03/07/2025;1;;1
PA196-01-04;03/07/2025;1;;1
PA277 -01;03/07/2025;1;;1
PA277- 02;03/07/2025;1;;1
PT9003-01;03/07/2025;1.12987013;1;1.454545455
V101038;03/07/2025;1.214285714;1.3;1
V101039;03/07/2025;1.214285714;1.3;1
V101040;03/07/2025;1.214285714;1.3;1
V101041;03/07/2025;1.214285714;1.3;1
V101042;03/07/2025;1.214285714;1.3;1
V101043;03/07/2025;1.214285714;1.3;1
V101044;03/07/2025;1;;1
V147101;03/07/2025;1;1;1
V147102;03/07/2025;1;1;1
V147103;03/07/2025;1;1;1
V147104;03/07/2025;1.555555556;;1.555555556
V147105;03/07/2025;1.214285714;1.3;1
V147106;03/07/2025;1;1;1
V147107;03/07/2025;1.214285714;1.3;1
V163201;03/07/2025;1;1;1
V180401;03/07/2025;1;1;1
V180402;03/07/2025;1;1;1
V180403;03/07/2025;1;1;1
59571;02/07/2025;1.642857143;1.9;1
59572;02/07/2025;1.944805195;2.25;1.181818182
59573;02/07/2025;1.321428571;1.45;1
100138;02/07/2025;1;1;1
146916;02/07/2025;1.214285714;1.3;1
146917;02/07/2025;1.214285714;1.3;1
146918;02/07/2025;1.214285714;1.3;1
147400;02/07/2025;1.214285714;1.3;1
185466;02/07/2025;1.081632653;1;1.285714286
185519;02/07/2025;1.571428571;1.8;1
185634;02/07/2025;1.642857143;1.9;1
185635;02/07/2025;1.642857143;1.9;1
185636;02/07/2025;1.642857143;1.9;1
185765;02/07/2025;1.214285714;1.3;1
185766;02/07/2025;1.214285714;1.3;1
185767;02/07/2025;1.214285714;1.3;1
338118;02/07/2025;3.7;3.7;
359110;02/07/2025;1;1;1
359111;02/07/2025;1.214285714;1.3;1
364072;02/07/2025;1;1;1
364073;02/07/2025;1;1;1
364074;02/07/2025;1.214285714;1.3;1
364075;02/07/2025;1.214285714;1.3;1
364076;02/07/2025;3;3;
364077;02/07/2025;1.214285714;1.3;1
364078;02/07/2025;1.214285714;1.3;1
551873;02/07/2025;1;1;1
551874;02/07/2025;1;1;1
551875;02/07/2025;1;1;1
123157T;02/07/2025;1.081632653;1;1.285714286
123158T;02/07/2025;1;1;1
123159T;02/07/2025;1;1;1
123160T;02/07/2025;1;1;1
123161T;02/07/2025;1;1;1
132006T1;02/07/2025;1;1;1
146659T1;02/07/2025;1.214285714;1.3;1
146659T2;02/07/2025;1;1;1
146659T3;02/07/2025;1.214285714;1.3;1
146660T1;02/07/2025;1.214285714;1.3;1
146660T2;02/07/2025;1;1;1
146660T3;02/07/2025;1.025974026;1;1.090909091
147926T1;02/07/2025;1.214285714;1.3;1
149292T;02/07/2025;1.214285714;1.3;1
150700A/01;02/07/2025;1.214285714;1.3;1
150700A/02;02/07/2025;1.214285714;1.3;1
150700B/01;02/07/2025;1.214285714;1.3;1
160967T;02/07/2025;1;1;1
161159T2;02/07/2025;1;1;1
161566T;02/07/2025;1.207792208;1;1.727272727
161642T;02/07/2025;1.12987013;1;1.454545455
162031 T1;02/07/2025;1.3;;1.3
16625S;02/07/2025;1.292207792;1.3;1.272727273
16626S;02/07/2025;1.214285714;1.3;1
16627S;02/07/2025;1.474025974;1.3;1.909090909
16628S;02/07/2025;1;1;
16629S;02/07/2025;1.214285714;1.3;1
16630S;02/07/2025;1.292207792;1.3;1.272727273
16631S;02/07/2025;1.474025974;1.3;1.909090909
1ZBR60816;02/07/2025;1.214285714;1.3;1
1ZBR60817;02/07/2025;1.214285714;1.3;1
1ZBR60818;02/07/2025;1.214285714;1.3;1
230531-01;02/07/2025;3.05;3.05;
30N14081601;02/07/2025;1.214285714;1.3;1
30N14081602;02/07/2025;1.214285714;1.3;1
30N14081603;02/07/2025;1.214285714;1.3;1
5337PA196-02;02/07/2025;1.214285714;1.3;1
5337PA196-03;02/07/2025;1.214285714;1.3;1
5337PA196-04;02/07/2025;1.214285714;1.3;1
5337PA196-05;02/07/2025;1.214285714;1.3;1
5337PA196-06;02/07/2025;1;;1
6620 500;02/07/2025;1.214285714;1.3;1
6620 501;02/07/2025;1;1;1
6620 502;02/07/2025;1;;1
6620 503;02/07/2025;1;1;1
750005-01;02/07/2025;1.642857143;1.9;1
750006-01;02/07/2025;1;;1
750019-01;02/07/2025;1.321428571;1.45;1
760026-01;02/07/2025;1.428571429;1.6;1
760045-01;02/07/2025;1.214285714;1.3;1
760046-01;02/07/2025;1.214285714;1.3;1
760047-01;02/07/2025;1.214285714;1.3;1
770003-01;02/07/2025;1.285714286;1.4;1
770021-01;02/07/2025;1.214285714;1.3;1
770023-01;02/07/2025;1.214285714;1.3;1
770027-01;02/07/2025;1.214285714;1.3;1
770028-01;02/07/2025;1.295918367;1.3;1.285714286
B607398;02/07/2025;1;1;1
B608156;02/07/2025;1.103896104;1;1.363636364
B611544;02/07/2025;1;;1
B611545;02/07/2025;1;1;1
B615152;02/07/2025;1;1;1
B615153;02/07/2025;1;1;1
B93033;02/07/2025;1;1;1
D518290;02/07/2025;1;;1
D518291;02/07/2025;1.214285714;1.3;1
D518292;02/07/2025;1.214285714;1.3;1
D518293;02/07/2025;1.214285714;1.3;1
D518294;02/07/2025;1;;1
D518295;02/07/2025;1;;1
HST15082-1-1;02/07/2025;1.207792208;1;1.727272727
HST15082-1-2;02/07/2025;1.285714286;1;2
HST15082-1-3;02/07/2025;1.207792208;1;1.727272727
L-10228;02/07/2025;1.75;2.05;1
L-10802;02/07/2025;1.3;;1.3
L-10803;02/07/2025;1;;1
L-30108;02/07/2025;1;1;1
L-30155;02/07/2025;1;1;1
L-30157;02/07/2025;1;1;1
L-30158;02/07/2025;1.272108844;1;1.952380952
L-30229;02/07/2025;1.986394558;2;1.952380952
L-30230;02/07/2025;1;1;1
L-30249;02/07/2025;1;;1
L-30300;02/07/2025;1.5;1.5;
L-30306;02/07/2025;1;;1
L-30307;02/07/2025;1;;1
L-30330;02/07/2025;3.19047619;;3.19047619
L-30406;02/07/2025;1.233766234;1;1.818181818
L-30436;02/07/2025;1.25974026;1;1.909090909
L-30442;02/07/2025;1.103896104;1;1.363636364
L-30443;02/07/2025;1.081632653;1;1.285714286
L-30477;02/07/2025;1;1;1
L-30493;02/07/2025;1;1;1
L-30506;02/07/2025;1;1;1
L-30507;02/07/2025;1;1;1
LP-000471;02/07/2025;1.857142857;;1.857142857
LP-000472;02/07/2025;1;;1
LP-000473;02/07/2025;1.24025974;1.3;1.090909091
LP-000474;02/07/2025;1.266233766;1.3;1.181818182
LP-000475;02/07/2025;1.266233766;1.3;1.181818182
LP-000476;02/07/2025;1.5;1.3;2
LP-000584;02/07/2025;1.103896104;1;1.363636364
LP-000598;02/07/2025;1.103896104;1;1.363636364
P185848;02/07/2025;1;1;1
P186248;02/07/2025;1.214285714;1.3;1
P186249;02/07/2025;1.214285714;1.3;1
P186250;02/07/2025;1.214285714;1.3;1
P186254;02/07/2025;1;;1
P186255;02/07/2025;1.214285714;1.3;1
P186256;02/07/2025;1.214285714;1.3;1
P186257;02/07/2025;1.214285714;1.3;1
PA 277 - 01;02/07/2025;1.3;1.3;
PA 277 - 02;02/07/2025;1;1;
PA 277 - 03;02/07/2025;1;;1
PA196-01-04;02/07/2025;1;;1
PA277 -01;02/07/2025;1;;1
PA277- 02;02/07/2025;1;;1
PT9003-01;02/07/2025;1.12987013;1;1.454545455
V101038;02/07/2025;1.214285714;1.3;1
V101039;02/07/2025;1.214285714;1.3;1
V101040;02/07/2025;1.214285714;1.3;1
V101041;02/07/2025;1.214285714;1.3;1
V101042;02/07/2025;1.214285714;1.3;1
V101043;02/07/2025;1.214285714;1.3;1
V101044;02/07/2025;1;;1
V147101;02/07/2025;1;1;1
V147102;02/07/2025;1;1;1
V147103;02/07/2025;1;1;1
V147104;02/07/2025;1.555555556;;1.555555556
V147105;02/07/2025;1.214285714;1.3;1
V147106;02/07/2025;1;1;1
V147107;02/07/2025;1.214285714;1.3;1
V163201;02/07/2025;1;1;1
V180401;02/07/2025;1;1;1
V180402;02/07/2025;1;1;1
V180403;02/07/2025;1;1;1
59571;01/07/2025;1.642857143;1.9;1
59572;01/07/2025;1.944805195;2.25;1.181818182
59573;01/07/2025;1.321428571;1.45;1
100138;01/07/2025;1;1;1
146916;01/07/2025;1.214285714;1.3;1
146917;01/07/2025;1.214285714;1.3;1
146918;01/07/2025;1.214285714;1.3;1
147400;01/07/2025;1.214285714;1.3;1
185466;01/07/2025;1.081632653;1;1.285714286
185519;01/07/2025;1.571428571;1.8;1
185634;01/07/2025;1.642857143;1.9;1
185635;01/07/2025;1.642857143;1.9;1
185636;01/07/2025;1.642857143;1.9;1
185765;01/07/2025;1.214285714;1.3;1
185766;01/07/2025;1.214285714;1.3;1
185767;01/07/2025;1.214285714;1.3;1
338118;01/07/2025;3.7;3.7;
359110;01/07/2025;1;1;1
359111;01/07/2025;1.214285714;1.3;1
364072;01/07/2025;1;1;1
364073;01/07/2025;1;1;1
364074;01/07/2025;1.214285714;1.3;1
364075;01/07/2025;1.214285714;1.3;1
364076;01/07/2025;3;3;
364077;01/07/2025;1.214285714;1.3;1
364078;01/07/2025;1.214285714;1.3;1
551873;01/07/2025;1;1;1
551874;01/07/2025;1;1;1
551875;01/07/2025;1;1;1
123157T;01/07/2025;1.081632653;1;1.285714286
123158T;01/07/2025;1;1;1
123159T;01/07/2025;1;1;1
123160T;01/07/2025;1;1;1
123161T;01/07/2025;1;1;1
132006T1;01/07/2025;1;1;1
146659T1;01/07/2025;1.214285714;1.3;1
146659T2;01/07/2025;1;1;1
146659T3;01/07/2025;1.214285714;1.3;1
146660T1;01/07/2025;1.214285714;1.3;1
146660T2;01/07/2025;1;1;1
146660T3;01/07/2025;1.025974026;1;1.090909091
147926T1;01/07/2025;1.214285714;1.3;1
149292T;01/07/2025;1.214285714;1.3;1
150700A/01;01/07/2025;1.214285714;1.3;1
150700A/02;01/07/2025;1.214285714;1.3;1
150700B/01;01/07/2025;1.214285714;1.3;1
160967T;01/07/2025;1;1;1
161159T2;01/07/2025;1;1;1
161566T;01/07/2025;1.207792208;1;1.727272727
161642T;01/07/2025;1.12987013;1;1.454545455
162031 T1;01/07/2025;1.3;;1.3
16625S;01/07/2025;1.292207792;1.3;1.272727273
16626S;01/07/2025;1.214285714;1.3;1
16627S;01/07/2025;1.474025974;1.3;1.909090909
16628S;01/07/2025;1;1;
16629S;01/07/2025;1.214285714;1.3;1
16630S;01/07/2025;1.292207792;1.3;1.272727273
16631S;01/07/2025;1.474025974;1.3;1.909090909
1ZBR60816;01/07/2025;1.214285714;1.3;1
1ZBR60817;01/07/2025;1.214285714;1.3;1
1ZBR60818;01/07/2025;1.214285714;1.3;1
230531-01;01/07/2025;3.05;3.05;
30N14081601;01/07/2025;1.214285714;1.3;1
30N14081602;01/07/2025;1.214285714;1.3;1
30N14081603;01/07/2025;1.214285714;1.3;1
5337PA196-02;01/07/2025;1.214285714;1.3;1
5337PA196-03;01/07/2025;1.214285714;1.3;1
5337PA196-04;01/07/2025;1.214285714;1.3;1
5337PA196-05;01/07/2025;1.214285714;1.3;1
5337PA196-06;01/07/2025;1;;1
6620 500;01/07/2025;1.214285714;1.3;1
6620 501;01/07/2025;1;1;1
6620 502;01/07/2025;1;;1
6620 503;01/07/2025;1;1;1
750005-01;01/07/2025;1.642857143;1.9;1
750006-01;01/07/2025;1;;1
750019-01;01/07/2025;1.321428571;1.45;1
760026-01;01/07/2025;1.428571429;1.6;1
760045-01;01/07/2025;1.214285714;1.3;1
760046-01;01/07/2025;1.214285714;1.3;1
760047-01;01/07/2025;1.214285714;1.3;1
770003-01;01/07/2025;1.285714286;1.4;1
770021-01;01/07/2025;1.214285714;1.3;1
770023-01;01/07/2025;1.214285714;1.3;1
770027-01;01/07/2025;1.214285714;1.3;1
770028-01;01/07/2025;1.295918367;1.3;1.285714286
B607398;01/07/2025;1;1;1
B608156;01/07/2025;1.103896104;1;1.363636364
B611544;01/07/2025;1;;1
B611545;01/07/2025;1;1;1
B615152;01/07/2025;1;1;1
B615153;01/07/2025;1;1;1
B93033;01/07/2025;1;1;1
D518290;01/07/2025;1;;1
D518291;01/07/2025;1.214285714;1.3;1
D518292;01/07/2025;1.214285714;1.3;1
D518293;01/07/2025;1.214285714;1.3;1
D518294;01/07/2025;1;;1
D518295;01/07/2025;1;;1
HST15082-1-1;01/07/2025;1.207792208;1;1.727272727
HST15082-1-2;01/07/2025;1.285714286;1;2
HST15082-1-3;01/07/2025;1.207792208;1;1.727272727
L-10228;01/07/2025;1.75;2.05;1
L-10802;01/07/2025;1.3;;1.3
L-10803;01/07/2025;1;;1
L-30108;01/07/2025;1;1;1
L-30155;01/07/2025;1;1;1
L-30157;01/07/2025;1;1;1
L-30158;01/07/2025;1.272108844;1;1.952380952
L-30229;01/07/2025;1.986394558;2;1.952380952
L-30230;01/07/2025;1;1;1
L-30249;01/07/2025;1;;1
L-30300;01/07/2025;1.5;1.5;
L-30306;01/07/2025;1;;1
L-30307;01/07/2025;1;;1
L-30330;01/07/2025;3.19047619;;3.19047619
L-30406;01/07/2025;1.233766234;1;1.818181818
L-30436;01/07/2025;1.25974026;1;1.909090909
L-30442;01/07/2025;1.103896104;1;1.363636364
L-30443;01/07/2025;1.081632653;1;1.285714286
L-30477;01/07/2025;1;1;1
L-30493;01/07/2025;1;1;1
L-30506;01/07/2025;1;1;1
L-30507;01/07/2025;1;1;1
LP-000471;01/07/2025;1.857142857;;1.857142857
LP-000472;01/07/2025;1;;1
LP-000473;01/07/2025;1.24025974;1.3;1.090909091
LP-000474;01/07/2025;1.266233766;1.3;1.181818182
LP-000475;01/07/2025;1.266233766;1.3;1.181818182
LP-000476;01/07/2025;1.5;1.3;2
LP-000584;01/07/2025;1.103896104;1;1.363636364
LP-000598;01/07/2025;1.103896104;1;1.363636364
P185848;01/07/2025;1;1;1
P186248;01/07/2025;1.214285714;1.3;1
P186249;01/07/2025;1.214285714;1.3;1
P186250;01/07/2025;1.214285714;1.3;1
P186254;01/07/2025;1;;1
P186255;01/07/2025;1.214285714;1.3;1
P186256;01/07/2025;1.214285714;1.3;1
P186257;01/07/2025;1.214285714;1.3;1
PA 277 - 01;01/07/2025;1.3;1.3;
PA 277 - 02;01/07/2025;1;1;
PA 277 - 03;01/07/2025;1;;1
PA196-01-04;01/07/2025;1;;1
PA277 -01;01/07/2025;1;;1
PA277- 02;01/07/2025;1;;1
PT9003-01;01/07/2025;1.12987013;1;1.454545455
V101038;01/07/2025;1.214285714;1.3;1
V101039;01/07/2025;1.214285714;1.3;1
V101040;01/07/2025;1.214285714;1.3;1
V101041;01/07/2025;1.214285714;1.3;1
V101042;01/07/2025;1.214285714;1.3;1
V101043;01/07/2025;1.214285714;1.3;1
V101044;01/07/2025;1;;1
V147101;01/07/2025;1;1;1
V147102;01/07/2025;1;1;1
V147103;01/07/2025;1;1;1
V147104;01/07/2025;1.555555556;;1.555555556
V147105;01/07/2025;1.214285714;1.3;1
V147106;01/07/2025;1;1;1
V147107;01/07/2025;1.214285714;1.3;1
V163201;01/07/2025;1;1;1
V180401;01/07/2025;1;1;1
V180402;01/07/2025;1;1;1
V180403;01/07/2025;1;1;1
59571;30/06/2025;1.642857143;1.9;1
59572;30/06/2025;1.944805195;2.25;1.181818182
59573;30/06/2025;1.321428571;1.45;1
100138;30/06/2025;1;1;1
146916;30/06/2025;1.214285714;1.3;1
146917;30/06/2025;1.214285714;1.3;1
146918;30/06/2025;1.214285714;1.3;1
147400;30/06/2025;1.214285714;1.3;1
185466;30/06/2025;1.081632653;1;1.285714286
185519;30/06/2025;1.571428571;1.8;1
185634;30/06/2025;1.642857143;1.9;1
185635;30/06/2025;1.642857143;1.9;1
185636;30/06/2025;1.642857143;1.9;1
185765;30/06/2025;1.214285714;1.3;1
185766;30/06/2025;1.214285714;1.3;1
185767;30/06/2025;1.214285714;1.3;1
338118;30/06/2025;3.7;3.7;
359110;30/06/2025;1;1;1
359111;30/06/2025;1.214285714;1.3;1
364072;30/06/2025;1;1;1
364073;30/06/2025;1;1;1
364074;30/06/2025;1.214285714;1.3;1
364075;30/06/2025;1.214285714;1.3;1
364076;30/06/2025;3;3;
364077;30/06/2025;1.214285714;1.3;1
364078;30/06/2025;1.214285714;1.3;1
551873;30/06/2025;1;1;1
551874;30/06/2025;1;1;1
551875;30/06/2025;1;1;1
123157T;30/06/2025;1.081632653;1;1.285714286
123158T;30/06/2025;1;1;1
123159T;30/06/2025;1;1;1
123160T;30/06/2025;1;1;1
123161T;30/06/2025;1;1;1
132006T1;30/06/2025;1;1;1
146659T1;30/06/2025;1.214285714;1.3;1
146659T2;30/06/2025;1;1;1
146659T3;30/06/2025;1.214285714;1.3;1
146660T1;30/06/2025;1.214285714;1.3;1
146660T2;30/06/2025;1;1;1
146660T3;30/06/2025;1.025974026;1;1.090909091
147926T1;30/06/2025;1.214285714;1.3;1
149292T;30/06/2025;1.214285714;1.3;1
150700A/01;30/06/2025;1.214285714;1.3;1
150700A/02;30/06/2025;1.214285714;1.3;1
150700B/01;30/06/2025;1.214285714;1.3;1
160967T;30/06/2025;1;1;1
161159T2;30/06/2025;1;1;1
161566T;30/06/2025;1.207792208;1;1.727272727
161642T;30/06/2025;1.12987013;1;1.454545455
162031 T1;30/06/2025;1.3;;1.3
16625S;30/06/2025;1.292207792;1.3;1.272727273
16626S;30/06/2025;1.214285714;1.3;1
16627S;30/06/2025;1.474025974;1.3;1.909090909
16628S;30/06/2025;1;1;
16629S;30/06/2025;1.214285714;1.3;1
16630S;30/06/2025;1.292207792;1.3;1.272727273
16631S;30/06/2025;1.474025974;1.3;1.909090909
1ZBR60816;30/06/2025;1.214285714;1.3;1
1ZBR60817;30/06/2025;1.214285714;1.3;1
1ZBR60818;30/06/2025;1.214285714;1.3;1
230531-01;30/06/2025;3.05;3.05;
30N14081601;30/06/2025;1.214285714;1.3;1
30N14081602;30/06/2025;1.214285714;1.3;1
30N14081603;30/06/2025;1.214285714;1.3;1
5337PA196-02;30/06/2025;1.214285714;1.3;1
5337PA196-03;30/06/2025;1.214285714;1.3;1
5337PA196-04;30/06/2025;1.214285714;1.3;1
5337PA196-05;30/06/2025;1.214285714;1.3;1
5337PA196-06;30/06/2025;1;;1
6620 500;30/06/2025;1.214285714;1.3;1
6620 501;30/06/2025;1;1;1
6620 502;30/06/2025;1;;1
6620 503;30/06/2025;1;1;1
750005-01;30/06/2025;1.642857143;1.9;1
750006-01;30/06/2025;1;;1
750019-01;30/06/2025;1.321428571;1.45;1
760026-01;30/06/2025;1.428571429;1.6;1
760045-01;30/06/2025;1.214285714;1.3;1
760046-01;30/06/2025;1.214285714;1.3;1
760047-01;30/06/2025;1.214285714;1.3;1
770003-01;30/06/2025;1.285714286;1.4;1
770021-01;30/06/2025;1.214285714;1.3;1
770023-01;30/06/2025;1.214285714;1.3;1
770027-01;30/06/2025;1.214285714;1.3;1
770028-01;30/06/2025;1.295918367;1.3;1.285714286
B607398;30/06/2025;1;1;1
B608156;30/06/2025;1.103896104;1;1.363636364
B611544;30/06/2025;1;;1
B611545;30/06/2025;1;1;1
B615152;30/06/2025;1;1;1
B615153;30/06/2025;1;1;1
B93033;30/06/2025;1;1;1
D518290;30/06/2025;1;;1
D518291;30/06/2025;1.214285714;1.3;1
D518292;30/06/2025;1.214285714;1.3;1
D518293;30/06/2025;1.214285714;1.3;1
D518294;30/06/2025;1;;1
D518295;30/06/2025;1;;1
HST15082-1-1;30/06/2025;1.207792208;1;1.727272727
HST15082-1-2;30/06/2025;1.285714286;1;2
HST15082-1-3;30/06/2025;1.207792208;1;1.727272727
L-10228;30/06/2025;1.75;2.05;1
L-10802;30/06/2025;1.3;;1.3
L-10803;30/06/2025;1;;1
L-30108;30/06/2025;1;1;1
L-30155;30/06/2025;1;1;1
L-30157;30/06/2025;1;1;1
L-30158;30/06/2025;1.272108844;1;1.952380952
L-30229;30/06/2025;1.986394558;2;1.952380952
L-30230;30/06/2025;1;1;1
L-30249;30/06/2025;1;;1
L-30300;30/06/2025;1.5;1.5;
L-30306;30/06/2025;1;;1
L-30307;30/06/2025;1;;1
L-30330;30/06/2025;3.19047619;;3.19047619
L-30406;30/06/2025;1.233766234;1;1.818181818
L-30436;30/06/2025;1.25974026;1;1.909090909
L-30442;30/06/2025;1.103896104;1;1.363636364
L-30443;30/06/2025;1.081632653;1;1.285714286
L-30477;30/06/2025;1;1;1
L-30493;30/06/2025;1;1;1
L-30506;30/06/2025;1;1;1
L-30507;30/06/2025;1;1;1
LP-000471;30/06/2025;1.857142857;;1.857142857
LP-000472;30/06/2025;1;;1
LP-000473;30/06/2025;1.24025974;1.3;1.090909091
LP-000474;30/06/2025;1.266233766;1.3;1.181818182
LP-000475;30/06/2025;1.266233766;1.3;1.181818182
LP-000476;30/06/2025;1.5;1.3;2
LP-000584;30/06/2025;1.103896104;1;1.363636364
LP-000598;30/06/2025;1.103896104;1;1.363636364
P185848;30/06/2025;1;1;1
P186248;30/06/2025;1.214285714;1.3;1
P186249;30/06/2025;1.214285714;1.3;1
P186250;30/06/2025;1.214285714;1.3;1
P186254;30/06/2025;1;;1
P186255;30/06/2025;1.214285714;1.3;1
P186256;30/06/2025;1.214285714;1.3;1
P186257;30/06/2025;1.214285714;1.3;1
PA 277 - 01;30/06/2025;1.3;1.3;
PA 277 - 02;30/06/2025;1;1;
PA 277 - 03;30/06/2025;1;;1
PA196-01-04;30/06/2025;1;;1
PA277 -01;30/06/2025;1;;1
PA277- 02;30/06/2025;1;;1
PT9003-01;30/06/2025;1.12987013;1;1.454545455
V101038;30/06/2025;1.214285714;1.3;1
V101039;30/06/2025;1.214285714;1.3;1
V101040;30/06/2025;1.214285714;1.3;1
V101041;30/06/2025;1.214285714;1.3;1
V101042;30/06/2025;1.214285714;1.3;1
V101043;30/06/2025;1.214285714;1.3;1
V101044;30/06/2025;1;;1
V147101;30/06/2025;1;1;1
V147102;30/06/2025;1;1;1
V147103;30/06/2025;1;1;1
V147104;30/06/2025;1.555555556;;1.555555556
V147105;30/06/2025;1.214285714;1.3;1
V147106;30/06/2025;1;1;1
V147107;30/06/2025;1.214285714;1.3;1
V163201;30/06/2025;1;1;1
V180401;30/06/2025;1;1;1
V180402;30/06/2025;1;1;1
V180403;30/06/2025;1;1;1
59571;29/06/2025;1.642857143;1.9;1
59572;29/06/2025;1.944805195;2.25;1.181818182
59573;29/06/2025;1.321428571;1.45;1
100138;29/06/2025;1;1;1
146916;29/06/2025;1.214285714;1.3;1
146917;29/06/2025;1.214285714;1.3;1
146918;29/06/2025;1.214285714;1.3;1
147400;29/06/2025;1.214285714;1.3;1
185466;29/06/2025;1.081632653;1;1.285714286
185519;29/06/2025;1.571428571;1.8;1
185634;29/06/2025;1.642857143;1.9;1
185635;29/06/2025;1.642857143;1.9;1
185636;29/06/2025;1.642857143;1.9;1
185765;29/06/2025;1.214285714;1.3;1
185766;29/06/2025;1.214285714;1.3;1
185767;29/06/2025;1.214285714;1.3;1
338118;29/06/2025;3.7;3.7;
359110;29/06/2025;1;1;1
359111;29/06/2025;1.214285714;1.3;1
364072;29/06/2025;1;1;1
364073;29/06/2025;1;1;1
364074;29/06/2025;1.214285714;1.3;1
364075;29/06/2025;1.214285714;1.3;1
364076;29/06/2025;3;3;
364077;29/06/2025;1.214285714;1.3;1
364078;29/06/2025;1.214285714;1.3;1
551873;29/06/2025;1;1;1
551874;29/06/2025;1;1;1
551875;29/06/2025;1;1;1
123157T;29/06/2025;1.081632653;1;1.285714286
123158T;29/06/2025;1;1;1
123159T;29/06/2025;1;1;1
