SERIE,FECHA DE MUESTRA,HI,DGA,ACE
59571,2025-01-01,1.6428571428571428,1.9,1.0
59571,2025-01-02,1.6428571428571428,1.9,1.0
59571,2025-01-03,1.6428571428571428,1.9,1.0
59571,2025-01-04,1.6428571428571428,1.9,1.0
59571,2025-01-05,1.6428571428571428,1.9,1.0
59571,2025-01-06,1.6428571428571428,1.9,1.0
59571,2025-01-07,1.6428571428571428,1.9,1.0
59571,2025-01-08,1.6428571428571428,1.9,1.0
59571,2025-01-09,1.6428571428571428,1.9,1.0
59571,2025-01-10,1.6428571428571428,1.9,1.0
59571,2025-01-11,1.6428571428571428,1.9,1.0
59571,2025-01-12,1.6428571428571428,1.9,1.0
59571,2025-01-13,1.6428571428571428,1.9,1.0
59571,2025-01-14,1.6428571428571428,1.9,1.0
59571,2025-01-15,1.6428571428571428,1.9,1.0
59571,2025-01-16,1.6428571428571428,1.9,1.0
59571,2025-01-17,1.6428571428571428,1.9,1.0
59571,2025-01-18,1.6428571428571428,1.9,1.0
59571,2025-01-19,1.6428571428571428,1.9,1.0
59571,2025-01-20,1.6428571428571428,1.9,1.0
59571,2025-01-21,1.6428571428571428,1.9,1.0
59571,2025-01-22,1.6428571428571428,1.9,1.0
59571,2025-01-23,1.6428571428571428,1.9,1.0
59571,2025-01-24,1.6428571428571428,1.9,1.0
59571,2025-01-25,1.6428571428571428,1.9,1.0
59571,2025-01-26,1.6428571428571428,1.9,1.0
59571,2025-01-27,1.6428571428571428,1.9,1.0
59571,2025-01-28,1.6428571428571428,1.9,1.0
59571,2025-01-29,1.6428571428571428,1.9,1.0
59571,2025-01-30,1.6428571428571428,1.9,1.0
59571,2025-01-31,1.6428571428571428,1.9,1.0
59571,2025-02-01,1.6428571428571428,1.9,1.0
59571,2025-02-02,1.6428571428571428,1.9,1.0
59571,2025-02-03,1.6428571428571428,1.9,1.0
59571,2025-02-04,1.6428571428571428,1.9,1.0
59571,2025-02-05,1.6428571428571428,1.9,1.0
59571,2025-02-06,1.6428571428571428,1.9,1.0
59571,2025-02-07,1.6428571428571428,1.9,1.0
59571,2025-02-08,1.6428571428571428,1.9,1.0
59571,2025-02-09,1.6428571428571428,1.9,1.0
59571,2025-02-10,1.6428571428571428,1.9,1.0
59571,2025-02-11,1.6428571428571428,1.9,1.0
59571,2025-02-12,1.6428571428571428,1.9,1.0
59571,2025-02-13,1.6428571428571428,1.9,1.0
